amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type
0.7542274562382983,0.103054738883006,-0.3680933273238346,-0.3342940600896974,0.4690249511788284,1
-0.0887252304629551,0.1365138902407032,0.4418094636816508,-0.1477065956804855,-0.3182787222816067,0
-0.3225038688576709,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3255197913658723,-0.460436127511141,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
7.259517489398711,3.4817322263028045,-0.3680933273238346,-0.27675119696045,2.766374354924644,1
-0.3249613120644418,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3237860859332286,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3242655522225398,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3210887226089865,-0.4536120809737822,-0.3660502973540867,-0.0841721546013229,-0.2844374819860842,1
-0.3164608649636825,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
1.3888364110062257,0.432654030822298,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3294608383681299,-0.4597846158118819,-0.3680933273238346,-0.2885443928483318,-0.3386951261248728,1
-0.32324069472889,-0.4434742543648337,-0.3534451252403675,-0.3342940600896974,-0.37842044594531,3
-0.3294051459653744,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
0.2953555936568398,-0.1352713040468826,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2528617217870357,-0.4458897825442316,-0.3680933273238346,0.1999747252762888,-0.0098250473359099,1
8.167518766538194,4.753218896449854,0.5277183523879487,-0.3342940600896974,-0.37842044594531,4
-0.3216383292004404,-0.4468832716750632,-0.3581949412908941,-0.3342940600896974,-0.37842044594531,3
0.6290163594630149,0.0380233703055367,-0.3680933273238346,-0.1267471837090619,0.1901185800078819,1
0.8165759297526377,0.1354369052067336,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.5108608858547122,-0.0233434921496106,-0.3680933273238346,-0.0579159986119953,0.2006035256519912,1
-0.3309875393976123,-0.4470774892547881,-0.3529744507610925,-0.3342940600896974,-0.37842044594531,3
-0.2441273207013758,-0.4543403439293199,-0.3680933273238346,-0.3284094756923306,-0.3378748875949862,4
-0.3198147833299012,-0.4558208115711322,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3307039866239917,-0.4367606028654049,-0.3415853730938097,-0.3342940600896974,-0.37842044594531,3
-0.2748022593026343,2.7161323403124165,3.2225233765791126,7.530133335976209,6.265732062993953,0
-0.2515323705644184,-0.4607115633514781,-0.3680933273238346,-0.2573401479607465,-0.2803147270063877,1
0.6266150420959812,-0.4607115633514781,-0.3680933273238346,0.2827987502465879,0.8214121634511491,4
-0.2943969338885528,-0.4415733409752041,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3304602335638008,-0.4510457075314406,-0.3577252159314966,-0.3257733673003924,-0.37842044594531,2
-0.3288048272470714,-0.4604233268070227,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
6.972647818029427,3.332739622508313,-0.3680933273238346,-0.3319175736084748,2.602355812336929,1
-0.2939392159372017,-0.4154504806073542,-0.3391042501505834,-0.2663223162668021,-0.2908444818139178,4
-0.3294705864508341,-0.452498366747065,-0.3599276980406725,-0.3342940600896974,-0.37842044594531,3
-0.3305466659971937,-0.4519602957705089,-0.3586992007725028,-0.3342940600896974,-0.37842044594531,3
-0.3166509483270321,-0.45847585416669,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3203896822440471,-0.460420678385481,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.2985474414368677,-0.4606219584226505,-0.3680933273238346,-0.3342940600896974,-0.3650851481006224,4
-0.2278778107544001,-0.4070250483286607,-0.3680933273238346,-0.0684694509803238,-0.1096725110734411,1
-0.1639719896663489,0.3023738538447497,0.5837905553803513,-0.2528304752383623,-0.3771993893099818,0
-0.3249430907136852,-0.4136658858918363,-0.3190721606183956,-0.3342940600896974,-0.37842044594531,3
1.099979584053988,0.282629350395113,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.4357726711001822,-0.4607115633514781,-0.3680933273238346,0.3048982475845831,0.5640599253223955,4
-0.3278524302182307,-0.3706484575971255,-0.2692041911355419,-0.3342940600896974,-0.37842044594531,3
0.030790597860297,1.6583607747890607,2.2156611218814013,7.449134825216246,5.902982950042053,0
-0.2545828660459769,-0.4208949555355677,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3293891172958189,-0.4574626519515164,-0.3655346434906148,-0.3342940600896974,-0.37842044594531,3
-0.3300219947803293,-0.4597837330047013,-0.367765940286073,-0.3342940600896974,-0.37842044594531,3
-0.3283699284779877,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3250943942153267,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3195066946236155,-0.4470576260932253,-0.3596300748090709,-0.3342940600896974,-0.37842044594531,3
-0.1997559264587985,-0.4607115633514781,-0.3680933273238346,-0.2580803158006115,0.8214121634511491,1
-0.32582123403844,-0.436698086874913,-0.344355428889759,-0.3342940600896974,-0.37842044594531,3
0.4222446864644826,-0.0693684282207568,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2691524677386154,3.1260620183701677,3.684894846412026,-0.275184727262416,-0.3533585574524721,0
-0.3201133619188845,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.2877990031766304,-0.4607115633514781,-0.3680933273238346,-0.209047138295133,0.0941306243470605,1
-0.3272620890492692,-0.451105297016129,-0.3596521616195546,-0.3342940600896974,-0.37842044594531,3
-0.3298621330229919,-0.4412160909794078,-0.3470647953902048,-0.3342940600896974,-0.37842044594531,3
-0.3282393534625846,-0.4348208371317586,-0.3408465673057949,-0.3342940600896974,-0.37842044594531,3
-0.1155526509635773,-0.3486862983695432,-0.3680933273238346,-0.1204217596889581,-0.1081475229775587,1
-0.3213197105251306,-0.4472867145565827,-0.3588320874420247,-0.3342940600896974,-0.37842044594531,3
-0.2831797292833153,2.4431569983524195,2.9119421770960154,-0.3053073585382901,-0.3733146240880177,0
6.029335993770299,2.842808134750676,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3266302059201874,-0.4582146535921395,-0.3679815536282553,-0.234984346719822,-0.3672971568894422,2
2.886758873669536,1.2106357774781351,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.2122233919357785,-0.1784479951710037,-0.3680933273238346,-0.2589107367052112,-0.0925197657335808,1
-0.1834105164549491,2.925233457620909,3.509856561898264,-0.1749832220424534,0.0941306243470605,0
-0.206882208352547,0.4801872429614444,0.7579670736486297,0.0941971453241039,-0.3590193536924572,0
-0.3176437059877492,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3194480871446895,-0.4607115633514781,-0.3680933273238346,-0.2779254789513872,-0.3255599548493958,1
-0.3262974283034781,-0.4606806651001583,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3220201361886584,-0.4334623955124803,-0.3429426590086969,-0.3342940600896974,-0.37842044594531,3
-0.3276290486961757,-0.4573449781683826,-0.3664266134988689,-0.3342940600896974,-0.37842044594531,3
-0.329251335328251,-0.4517573428137323,-0.3592253443879546,-0.3342940600896974,-0.37842044594531,3
-0.1178067952284414,-0.3498570419401252,-0.3680933273238346,-0.2859162582471642,-0.2501359044828412,1
-0.0872236262845848,0.3608963248062152,0.4100992499328056,-0.3224703149463033,-0.329925070282607,1
2.3704395540038683,0.9424730279647532,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3046192731395157,-0.4468825566012469,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2871565645822315,1.3853790104068255,1.7250105560903035,-0.1281105555481409,-0.2206485253388444,0
-0.3141327729502489,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.2877766004338159,0.0059895817654408,0.1798548540882334,-0.3107946806284165,-0.3761173318919081,0
-0.2518555360786529,-0.4567075913840126,-0.3174317650967011,-0.332958724603175,-0.37842044594531,0
-0.0431672897350565,1.9454742075353129,2.4941851252070864,-0.185725223456184,-0.37842044594531,0
-0.3146884051656237,-0.4567415794604645,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3117422405151695,-0.4607115633514781,-0.3680933273238346,-0.311828788988943,-0.3658015124180587,1
-0.3295505173295028,-0.4346409430985384,-0.3398824592435145,-0.3342940600896974,-0.37842044594531,3
-0.192465558921833,-0.3886328509883974,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3235084143045351,-0.4445205441931349,-0.3544611531259494,-0.3342940600896974,-0.37842044594531,3
0.6488325458428326,0.0483153791885715,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3291157970344703,-0.4600600516522191,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.2269405500248586,-0.4607115633514781,-0.3680933273238346,2.2652754664202592,1.9576024268751475,1
-0.3199823279702068,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
1.7521615528416388,0.6213556061672084,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.1424904789118108,-0.3626771016057931,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3217331499142423,-0.4146215246648009,-0.3220094641894336,-0.3342940600896974,-0.37842044594531,3
-0.3227713419691499,-0.4427671831956655,-0.3529262631539762,-0.3342940600896974,-0.37842044594531,3
0.3469621474631946,-0.1084682098481539,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.05372810077484,-0.457808893341771,-0.3680933273238346,-0.333837834019089,-0.37842044594531,4
-0.3070710306729396,2.1242070182603894,2.540849750839892,-0.2998959440086461,-0.37842044594531,0
-0.3098601976496408,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
1.152991604016438,0.310162406953202,-0.3680933273238346,-0.1178266750477006,0.4114155934007502,1
-0.3291605430287489,-0.4450810208159339,-0.3518012594991207,-0.3342940600896974,-0.37842044594531,3
-0.2872622722131598,-0.460635200530359,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
0.1046278709920604,-0.4607115633514781,-0.3680933273238346,-0.0244456845243583,0.0613072223962932,1
-0.1332637699039137,-0.2807995870753171,-0.051450979096062,0.1425362980685878,0.1474710150670276,0
0.0474338640581603,-0.4607115633514781,-0.3680933273238346,-0.1117862134095426,0.1352576724034194,4
-0.3283169386822939,-0.4569260861612031,-0.3655573778776817,-0.3342940600896974,-0.37842044594531,3
-0.2610761769688073,2.513956823265299,3.004088365264263,-0.1951990424453894,-0.37842044594531,0
-0.2095866426487244,1.526757155082908,1.92846045248182,1.5146860284007253,-0.3707289260088936,0
-0.3272893785815823,-0.3878420102458652,-0.2887869613856994,-0.3342940600896974,-0.37842044594531,3
-0.1368702970427714,0.7618288293428498,1.1141035753609871,-0.0318543404982062,-0.3725291154326265,0
-0.3290045737054818,-0.3207877772948427,-0.212694458709588,-0.3342940600896974,-0.37842044594531,3
-0.325572364722113,-0.4562502972644784,-0.3663969436160301,-0.3342940600896974,-0.37842044594531,3
-0.201221538370166,2.6067547817983687,3.142828568501093,1.784066484648588,1.3742623117405175,0
-0.3182889406756178,-0.4474774009075853,-0.3608084961170346,-0.3342940600896974,-0.37842044594531,3
-0.3242368263990522,-0.4246382080583962,-0.3317709990000303,-0.3342940600896974,-0.37842044594531,3
-0.3262174804272807,-0.460602536664678,-0.3680933273238346,-0.3186498200911868,-0.3630345361786566,2
-0.3262791219650781,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.0083962186797652,-0.2930320502815992,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2394896214869598,-0.4607115633514781,-0.3680933273238346,-0.14350555054264,-0.2847985548349549,1
2.3939880747311486,0.9547035136829508,-0.3680933273238346,1.0684636292822145,2.035862712198885,1
-0.3275872177780676,-0.4559850137067178,-0.3649279037788945,-0.3342940600896974,-0.37842044594531,3
-0.2091522368079727,-0.3972994750168938,-0.3680933273238346,-0.3342940600896974,-0.32862705682059,1
0.5074773068009281,-0.0251008346074644,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.1238179287561344,-0.3529790674640238,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3061840316357369,-0.2164038661520722,-0.0799130277973088,1.11095013752046,0.8491102192549003,0
-0.0704750943915391,-0.3252741945584169,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.2475997959803366,-0.4607115633514781,-0.3680933273238346,0.0090150008348009,0.1111543561750976,1
0.0423124916660822,-0.3870308296258927,-0.0682961613594148,1.4343469513573477,0.839068249347319,0
-0.3277505640287865,-0.4535338995698711,-0.3620878602786416,-0.3342940600896974,-0.37842044594531,3
-0.3307172276988419,-0.458082563567747,-0.3654563954773768,-0.3299595911902221,-0.3745102294789926,2
2.843489089261412,1.188162583243902,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3296622335868233,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
0.2636074650890991,-0.4607115633514781,-0.3680933273238346,0.1814162619611395,-0.0265699107495481,4
-0.0508391498059591,-0.3150757985488094,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3285691565117729,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3280329184766344,0.3109763684157933,0.494260754567879,-0.3342940600896974,-0.37842044594531,3
-0.1528913262090848,0.3345909484678188,0.6263159753038516,-0.0214421962261859,-0.2865379669783208,0
-0.3224711996075271,-0.458147396927088,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.2482449975230242,-0.4475802479441215,-0.3680933273238346,-0.3177601345254541,-0.37842044594531,4
0.410016494349007,-0.0757194313584801,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3288645055703049,-0.451864069787827,-0.3595698699601717,-0.3342940600896974,-0.37842044594531,3
-0.3277725588309125,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3138992184072725,3.964219023176893,4.59753002692996,-0.3259144639550281,-0.37842044594531,0
-0.3276003058751595,-0.4588183039001041,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2321879335958862,-0.1573484224255184,0.0292639450036786,-0.2828030479856292,-0.3749277470390567,0
-0.1931588711196036,2.6592606702242176,3.2063202294229263,2.8537193492110142,2.2101536099265,0
-0.3302115172252321,-0.4557431245392422,-0.3631305772174468,-0.3342940600896974,-0.37842044594531,3
-0.3049696177021269,-0.4470645164032696,-0.3680933273238346,-0.1960736546595735,-0.2498839257257611,1
-0.123568235059666,-0.4607115633514781,-0.3680933273238346,0.0151061515477914,0.1474710150670276,1
0.0255337381670243,-0.443850992329141,-0.3680933273238346,-0.1310002109688918,0.1474710150670276,1
-0.3272279495128937,-0.4514231076011334,-0.360027938941073,-0.3342940600896974,-0.37842044594531,3
0.0395703738487971,-0.2681194567618051,-0.3680933273238346,-0.2546178364253422,-0.159273624244293,1
-0.017482358125389,-0.2977511534477914,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.321988758750695,-0.4585104072397375,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3290793713304858,-0.4509185832974389,-0.3583860307595736,-0.3342940600896974,-0.37842044594531,3
-0.2221061809047253,-0.40402741475054,-0.3680933273238346,-0.2938640091625564,-0.2994471133190952,1
-0.3236636102402467,2.9312494001213194,3.435015241444062,-0.3285407606401179,-0.3766084407389269,0
1.536973799976004,0.5095927158933742,-0.3680933273238346,-0.3342940600896974,0.3834964032663794,1
0.0776357954310101,3.2492944940251958,4.024614866502389,0.0578003199056982,-0.2109497919593602,0
-0.2065842246770679,-0.3959657166863841,-0.3680933273238346,-0.3083222118263675,-0.3054410945266945,1
-0.3309180450015598,-0.4516299007691455,-0.3581131736247768,-0.3342940600896974,-0.37842044594531,3
-0.3082712176750352,-0.4491693582516104,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
0.9654466091076674,0.2127564421235786,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3280804775619114,-0.4019342612692699,-0.3041089001689097,-0.3342940600896974,-0.37842044594531,3
-0.3293126454142389,-0.4011406176139394,-0.3025033946893805,-0.3342940600896974,-0.37842044594531,3
-0.0331177728570577,-0.3058717788912501,-0.3680933273238346,3.237853909850932,2.7880978151683062,1
-0.2277960696389259,2.412551040075994,2.9098802685387035,-0.1228629757853146,-0.3313805951634432,0
-0.3303395766063889,-0.4385354469756135,-0.3437850029000203,-0.3342940600896974,-0.37842044594531,3
-0.2542841004841781,2.88526167878687,3.4238678383689325,-0.2585113884445463,-0.375475473900036,0
-0.2797032757327644,-0.4339418392641749,-0.3680933273238346,-0.3167017957624788,-0.3424041103503265,1
-0.3252354482071676,-0.3901139145250565,-0.2925259697099707,-0.3342940600896974,-0.37842044594531,3
-0.0811227713016972,0.6006353271128181,0.9660067259213232,1.5442019684587822,0.9956473893979112,0
-0.3285539607211233,-0.4024694322242378,-0.3044328417037824,-0.0788783179064179,-0.0743775586440245,2
-0.329485714251369,-0.4551834247867622,-0.3629259281871833,-0.3342940600896974,-0.37842044594531,3
-0.3283836879774628,-0.4561262628556087,-0.3646228210582554,-0.3342940600896974,-0.37842044594531,3
1.189315713771918,0.3290281994475887,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2933935102785823,3.2051825613880163,3.759403035675874,-0.2963237508023861,-0.3614914240794074,0
-0.3286080128623602,-0.4561567197033382,-0.3645264507873554,-0.3342940600896974,-0.37842044594531,3
-0.3290412203773392,-0.4415491697146001,-0.3479153007238085,-0.3342940600896974,-0.37842044594531,3
-0.0989694795284004,2.14907860097261,2.689746653959669,0.1690936689853533,0.1111543561750976,0
-0.3262525123339126,-0.4070691092350429,-0.3109227207498115,-0.3342940600896974,-0.37842044594531,3
-0.3294023498719047,-0.4405918447799206,-0.3466331287492304,-0.3342940600896974,-0.37842044594531,3
-0.3290367755235866,-0.4537289999567767,-0.3615582266703066,-0.3342940600896974,-0.37842044594531,3
-0.3167035811746233,-0.4342895858406723,-0.3469614303035406,-0.3342940600896974,-0.37842044594531,3
-0.3284017053578752,-0.4549808205388219,-0.363329546358443,-0.3342940600896974,-0.37842044594531,3
1.5576421914517942,0.5203273378125303,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.2548514439968208,-0.4607115633514781,-0.3680933273238346,4.930027589318219,4.5204961460000055,1
-0.1118702978492298,-0.4607115633514781,-0.3680933273238346,6.521599455684979,5.626217762285132,4
-0.2814051107991128,-0.1988538094796038,-0.0458457687558958,0.3516006832014802,0.1859162443976051,0
-0.3299868948835827,-0.4606303450908659,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
2.843489089261412,1.188162583243902,-0.3680933273238346,-0.327031644495791,0.9225237426294832,1
-0.3214881475356925,-0.4556438087314283,-0.3680933273238346,-0.0246874965403388,0.2333662231095536,1
-0.3280685282992417,-0.4496420441143378,-0.3575443789348276,-0.3342940600896974,-0.37842044594531,3
-0.3278424781651822,-0.4601805548323666,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.2521363012575682,-0.4196242737781097,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.038592302052869,-0.2686274416696475,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.1461902884881237,-0.4607115633514781,-0.3680933273238346,0.1114360621530176,0.0769953097994993,4
-0.3304354681644982,-0.3264816143533154,-0.2182387721342777,-0.3342940600896974,-0.37842044594531,3
-0.2258256056291475,-0.4460304799386346,-0.3680933273238346,-0.3342676298806158,-0.3663388549772427,4
-0.3276088981259127,-0.4329320402706823,-0.3390979869480581,-0.3342940600896974,-0.37842044594531,3
0.2211476469181508,-0.1738129705606887,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.038592302052869,-0.2686274416696475,-0.3680933273238346,-0.1516345395009838,-0.0718885773730761,1
-0.3059328081616863,-0.4607115633514781,-0.3680933273238346,-0.3084522281241189,-0.37842044594531,1
-0.328595460187422,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3292419441936493,-0.4602374958955132,-0.3680933273238346,-0.3174798238603067,-0.3632706854610041,2
-0.3267748803856394,-0.4605111661214893,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3282166447642537,3.333092776278792,3.882396262497665,-0.3203220797507093,-0.3677458932099436,0
-0.0874338942132548,-0.4607115633514781,-0.3680933273238346,0.1834179762099572,0.3430493744711735,1
-0.1814350636704999,-0.3829039002743176,-0.3680933273238346,-0.3342940600896974,-0.3173231481549588,1
-0.2895747604952552,1.547391303054726,1.9050435493563307,-0.1803570080867373,-0.2441929401437746,0
-0.3269345636689255,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3304926308534855,-0.4604520180403912,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3281688137185176,-0.4505784465188379,-0.3585347360937215,-0.3342940600896974,-0.37842044594531,3
-0.2067659877501234,2.5510493926904543,3.0772184769559066,1.747529591320608,1.281880055322107,0
-0.0453357579565545,-0.4562260200670128,-0.3680933273238346,-0.3341907789649785,-0.3135718087332643,4
-0.3210992355804818,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
0.1828732917132701,-0.1936916695298436,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3205344671934357,-0.4352280760841545,-0.345784210225422,-0.3342940600896974,-0.37842044594531,3
-0.1799200229456995,-0.4566590369890814,-0.3680933273238346,0.1982219876632058,0.1150804541069777,4
3.9361425349042425,1.7556582028898693,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
-0.3259842233410564,-0.4589362381113562,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.0196425315528858,0.2979055429564491,0.6627361124083703,2.4310037747403728,1.8516643032484497,0
1.0248282489766645,-0.4607115633514781,-0.3680933273238346,0.4996243622101045,0.7363973299986393,4
0.0854837753954429,-0.4515100641084194,-0.3680933273238346,-0.3342940600896974,-0.1726277843621347,4
-0.3278365970202552,-0.4367893956215991,-0.3432854445278051,-0.3342940600896974,-0.37842044594531,3
-0.3287260012077676,-0.4395301411382465,-0.3458375141818782,-0.3342940600896974,-0.37842044594531,3
-0.3102750563323981,-0.451795652231333,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.329355904124757,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.3206683142331116,-0.4607115633514781,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,3
-0.1869922526982111,-0.446606877988935,-0.3680933273238346,2.634318406137889,2.311382286318402,1
-0.2991230117533969,-0.444027942200414,-0.3680933273238346,-0.3342940600896974,-0.37842044594531,4
0.0370474986553308,-0.2694297721476348,-0.3680933273238346,0.3801562877118366,0.3807849255050633,1
-0.28930334395712,-0.459777840266771,-0.3680933273238346,2.395331901493773,1.9648231663791071,1
-0.1958308401359816,0.3103753621153344,0.5742207328983538,-0.327895863538527,-0.37842044594531,0
-0.1229907100273374,3.0308109682121667,3.663237468182861,0.3402860448777878,-0.0417212760174759,0
-0.3310196817243667,-0.4590487960268786,-0.3663625676804652,-0.3342940600896974,-0.37842044594531,3
-0.1255349511143681,0.0759688815443413,0.3525938808686391,0.2374770409506714,-0.0098250473359099,0
-0.016800476765663,-0.4565112285828389,-0.3680933273238346,-0.1235667919222274,1.2228273003908232,1
